datevec,Sea,Temp,IceSAt,IceSAtmas1,IceSAtmas2
1969m2,-35.6,-.09,11806532,11913122,11985020
1969m3,-34.6,-.03,11913122,11985020,11946653
1969m4,-35.8,.19,11985020,11946653,12021622
1969m5,-37,.13,11946653,12021622,11867413
1969m6,-37.5,.13,12021622,11867413,12183230
1969m7,-39.5,-.03,11867413,12183230,12009250
1969m8,-37.3,0,12183230,12009250,11611876
1969m9,-36.3,.09,12009250,11611876,11562556
1969m10,-34.9,.15,11611876,11562556,11548457
1969m11,-36.3,.16,11562556,11548457,11553362
1969m12,-37.8,.31,11548457,11553362,11742064
1970m1,-37.2,.09,11553362,11742064,11384791
1970m2,-36,.23,11742064,11384791,11391414
1970m3,-36.6,.1,11384791,11391414,11199340
1970m4,-39.5,.04,11391414,11199340,11525113
1970m5,-39.7,-.04,11199340,11525113,11693390
1970m6,-39.4,-.01,11525113,11693390,11736876
1970m7,-41,-.01,11693390,11736876,12000437
1970m8,-40.3,-.13,11736876,12000437,11987211
1970m9,-40.8,.12,12000437,11987211,12103372
1970m10,-37.1,.04,11987211,12103372,11657176
1970m11,-37,.04,12103372,11657176,11591285
1970m12,-35.5,-.12,11657176,11591285,11718694
1971m1,-33.3,-.02,11591285,11718694,11767781
1971m2,-30.1,-.2,11718694,11767781,11693107
1971m3,-29.1,-.21,11767781,11693107,11912110
1971m4,-29.8,-.11,11693107,11912110,11944648
1971m5,-33.6,-.1,11912110,11944648,11734932
1971m6,-36.1,-.2,11944648,11734932,9906810
1971m7,-36.9,-.11,11734932,9906810,11091656
1971m8,-34.9,-.03,9906810,11091656,11194608
1971m9,-31.5,-.01,11091656,11194608,11476220
1971m10,-31.9,-.04,11194608,11476220,12079200
1971m11,-34.3,-.07,11476220,12079200,12099253
1971m12,-36,-.11,12079200,12099253,11941774
1972m1,-32.4,-.25,12099253,11941774,11815160
1972m2,-27.6,-.2,11941774,11815160,11667450
1972m3,-23.7,-.03,11815160,11667450,11695051
1972m4,-23,-.01,11667450,11695051,11727751
1972m5,-21,-.02,11695051,11727751,11832876
1972m6,-18.6,.06,11727751,11832876,11697364
1972m7,-17.5,0,11832876,11697364,11501372
1972m8,-21.5,.21,11697364,11501372,11533420
1972m9,-24.1,.04,11501372,11533420,11514214
1972m10,-26.3,.05,11533420,11514214,11663214
1972m11,-25.3,-.01,11514214,11663214,11401371
1972m12,-26.9,.19,11663214,11401371,11326900
1973m1,-31.6,.25,11401371,11326900,11426728
1973m2,-32,.29,11326900,11426728,11452043
1973m3,-33,.26,11426728,11452043,11232904
1973m4,-30.1,.25,11452043,11232904,10980808
1973m5,-32.2,.24,11232904,10980808,11209318
1973m6,-31.1,.16,10980808,11209318,11343147
1973m7,-32.8,.11,11209318,11343147,11208162
1973m8,-32.8,.01,11343147,11208162,11320268
1973m9,-32.9,.08,11208162,11320268,11051594
1973m10,-30,.13,11320268,11051594,10830567
1973m11,-23.1,.04,11051594,10830567,10798716
1973m12,-18.3,-.08,10830567,10798716,10893555
1974m1,-13.8,-.14,10798716,10893555,11032038
1974m2,-14.9,-.25,10893555,11032038,11166798
1974m3,-16,-.04,11032038,11166798,11320840
1974m4,-15.8,-.11,11166798,11320840,11434524
1974m5,-16.1,-.03,11320840,11434524,11454725
1974m6,-16.7,-.04,11434524,11454725,11450946
1974m7,-18.8,-.02,11454725,11450946,11593998
1974m8,-20.5,.11,11450946,11593998,11467864
1974m9,-21.4,-.09,11593998,11467864,11416169
1974m10,-22.2,-.06,11467864,11416169,11409020
1974m11,-21,-.1,11416169,11409020,11374401
1974m12,-20.2,-.1,11409020,11374401,11358019
1975m1,-19.5,.03,11374401,11358019,11344645
1975m2,-18.6,.02,11358019,11344645,11223151
1975m3,-17.1,.12,11344645,11223151,11129968
1975m4,-18.4,-.02,11223151,11129968,11109556
1975m5,-19.7,.19,11129968,11109556,10975372
1975m6,-21.8,-.01,11109556,10975372,11104721
1975m7,-21.8,-.02,10975372,11104721,11376686
1975m8,-20.4,-.21,11104721,11376686,11399955
1975m9,-19.7,-.05,11376686,11399955,11313072
1975m10,-19.1,-.09,11399955,11313072,11320485
1975m11,-18.9,-.15,11313072,11320485,11345970
1975m12,-21.1,-.2,11320485,11345970,11272595
1976m1,-21.3,-.06,11345970,11272595,11259825
1976m2,-24.1,-.1,11272595,11259825,11321668
1976m3,-22.8,-.26,11259825,11321668,11370717
1976m4,-21.6,-.14,11321668,11370717,11414598
1976m5,-20.9,-.28,11370717,11414598,11620968
1976m6,-18.8,-.14,11414598,11620968,11604164
1976m7,-20,-.12,11620968,11604164,11462947
1976m8,-21.9,-.18,11604164,11462947,11502170
1976m9,-20.6,-.09,11462947,11502170,11795630
1976m10,-21,-.28,11502170,11795630,11542825
1976m11,-18.1,-.11,11795630,11542825,11226675
1976m12,-17.9,.01,11542825,11226675,11266696
1977m1,-19.3,.11,11226675,11266696,11503326
1977m2,-22,.16,11266696,11503326,11686791
1977m3,-23.8,.17,11503326,11686791,11478877
1977m4,-26,.21,11686791,11478877,11357892
1977m5,-25.5,.3,11478877,11357892,11307192
1977m6,-24.9,.24,11357892,11307192,11190028
1977m7,-23.9,.21,11307192,11190028,11151587
1977m8,-23.2,.18,11190028,11151587,11186979
1977m9,-22.2,-.03,11151587,11186979,11260613
1977m10,-21.5,-.03,11186979,11260613,11214739
1977m11,-19.4,.14,11260613,11214739,11269149
1977m12,-16.7,.03,11214739,11269149,11240996
1978m1,-14.1,.05,11269149,11240996,11178444
1978m2,-10.4,.1,11240996,11178444,11239357
1978m3,-11.4,.14,11178444,11239357,11202968
1978m4,-11.7,.1,11239357,11202968,11557618
1978m5,-15.4,.02,11202968,11557618,12147165
1978m6,-16.9,-.07,11557618,12147165,11900413
1978m7,-18.3,.07,12147165,11900413,11595480
1978m8,-16.7,-.2,11900413,11595480,11429031
1978m9,-16.4,.08,11595480,11429031,11253076
1978m10,-16.1,-.02,11429031,11253076,11159356
1978m11,-20.6,.09,11253076,11159356,10977145
1978m12,-23.6,.02,11159356,10977145,11002839
1979m1,-26.4,.08,10977145,11002839,10862585
1979m2,-25.3,-.16,11002839,10862585,10607867
1979m3,-24.2,.1,10862585,10607867,10586480
1979m4,-24.5,.12,10607867,10586480,10529776
1979m5,-25.9,-.03,10586480,10529776,10365143
1979m6,-25.5,.06,10529776,10365143,10423644
1979m7,-23.1,-.05,10365143,10423644,10436644
1979m8,-18.3,.11,10423644,10436644,10408513
1979m9,-15.7,.21,10436644,10408513,10520517
1979m10,-13.3,.19,10408513,10520517,10577603
1979m11,-15.6,.21,10520517,10577603,10657461
1979m12,-13.4,.41,10577603,10657461,10644226
1980m1,-13.6,.23,10657461,10644226,10680734
1980m2,-12.5,.3,10644226,10680734,10648067
1980m3,-14.5,.24,10680734,10648067,10503546
1980m4,-14.2,.27,10648067,10503546,10213469
1980m5,-14.5,.29,10503546,10213469,10356898
1980m6,-15.1,.11,10213469,10356898,10699249
1980m7,-17.6,.23,10356898,10699249,10785503
1980m8,-19.4,.19,10699249,10785503,10759204
1980m9,-19.4,.15,10785503,10759204,10830037
1980m10,-17.6,.11,10759204,10830037,10847436
1980m11,-12.4,.23,10830037,10847436,10752215
1980m12,-8.300000000000001,.1,10847436,10752215,10593187
1981m1,-6.2,.5,10752215,10593187,10490477
1981m2,-5.2,.38,10593187,10490477,10647855
1981m3,-3.4,.45,10490477,10647855,10639659
1981m4,-2.4,.25,10647855,10639659,10408754
1981m5,-1.1,.17,10639659,10408754,10047942
1981m6,-.6,.23,10408754,10047942,9987894
1981m7,-2.3,.3,10047942,9987894,10458750
1981m8,-1.5,.32,9987894,10458750,10585465
1981m9,-2.5,.13,10458750,10585465,10350166
1981m10,-.4,.06,10585465,10350166,10580617
1981m11,-1.3,.18,10350166,10580617,10840954
1981m12,-2.8,.29,10580617,10840954,10877808
1982m1,-6.6,.02,10840954,10877808,10903037
1982m2,-7.7,.1,10877808,10903037,10966530
1982m3,-9,-.09,10903037,10966530,10949973
1982m4,-11.5,0,10966530,10949973,10804224
1982m5,-11.9,.13,10949973,10804224,10777070
1982m6,-13.1,.02,10804224,10777070,10733413
1982m7,-14.2,.14,10777070,10733413,10423744
1982m8,-12.8,-.02,10733413,10423744,10695514
1982m9,-8.699999999999999,.03,10423744,10695514,10984197
1982m10,-3.1,.03,10695514,10984197,10933769
1982m11,-.5,.04,10984197,10933769,10858525
1982m12,0,.36,10933769,10858525,10798096
1983m1,1.8,.47,10858525,10798096,10706030
1983m2,1.1,.36,10798096,10706030,10541414
1983m3,2.7,.38,10706030,10541414,10542924
1983m4,5.9,.28,10541414,10542924,10791311
1983m5,9.1,.31,10542924,10791311,10805631
1983m6,7.6,.17,10791311,10805631,10707802
1983m7,3.4,.12,10805631,10707802,10742644
1983m8,-4.3,.3,10707802,10742644,10970070
1983m9,-5.1,.36,10742644,10970070,10834021
1983m10,-8.1,.1,10970070,10834021,10596227
1983m11,-5.2,.22,10834021,10596227,10429630
1983m12,-7.3,.11,10596227,10429630,10326426
1984m1,-5.9,.24,10429630,10326426,10420684
1984m2,-4.7,.1,10326426,10420684,10485039
1984m3,-1.4,.25,10420684,10485039,10473969
1984m4,-.6,.05,10485039,10473969,10484242
1984m5,.4,.31,10473969,10484242,10415073
1984m6,2.6,0,10484242,10415073,10406672
1984m7,2.2,.12,10415073,10406672,10209777
1984m8,3.6,.12,10406672,10209777,10084213
1984m9,1.4,.18,10209777,10084213,10146585
1984m10,.5,.04,10084213,10146585,10313892
1984m11,-2.8,-.05,10146585,10313892,10381997
1984m12,-4.8,-.14,10313892,10381997,10414299
1985m1,-8.800000000000001,.17,10381997,10414299,10571153
1985m2,-7.9,-.11,10414299,10571153,10908796
1985m3,-10.1,.12,10571153,10908796,10881759
1985m4,-10.1,.05,10908796,10881759,10495349
1985m5,-11.9,.07,10881759,10495349,10009021
1985m6,-11.5,.14,10495349,10009021,10180368
1985m7,-12.1,-.04,10009021,10180368,10294531
1985m8,-13.8,.11,10180368,10294531,10359414
1985m9,-13,.06,10294531,10359414,10342670
1985m10,-12.3,.06,10359414,10342670,10109451
1985m11,-10.9,.01,10342670,10109451,10145196
1985m12,-10.6,.09,10109451,10145196,10366371
1986m1,-9.199999999999999,.23,10145196,10366371,10301607
1986m2,-8.1,.37,10366371,10301607,10337588
1986m3,-8.699999999999999,.26,10301607,10337588,10571842
1986m4,-8.9,.2,10337588,10571842,10356539
1986m5,-10.2,.16,10571842,10356539,10581893
1986m6,-9.4,.07,10356539,10581893,10953593
1986m7,-11.7,.06,10581893,10953593,10852525
1986m8,-10.9,.08,10953593,10852525,10770437
1986m9,-11.9,-.01,10852525,10770437,10789271
1986m10,-12.3,.06,10770437,10789271,10639183
1986m11,-12.7,.02,10789271,10639183,10607538
1986m12,-11.5,.07,10639183,10607538,10798994
1987m1,-9.6,.27,10607538,10798994,10822862
1987m2,-6.9,.39,10798994,10822862,10815381
1987m3,-9.199999999999999,.12,10822862,10815381,10908679
1987m4,-10.8,.18,10815381,10908679,10891496
1987m5,-9.300000000000001,.17,10908679,10891496,10905176
1987m6,-7.7,.33,10891496,10905176,10682839
1987m7,-6.6,.41,10905176,10682839,10834480
1987m8,-11.9,.19,10682839,10834480,10853052
1987m9,-13.7,.31,10834480,10853052,10504517
1987m10,-15.1,.27,10853052,10504517,10738122
1987m11,-10.5,.21,10504517,10738122,10792303
1987m12,-7,.45,10738122,10792303,10555389
1988m1,-7.5,.52,10792303,10555389,10633700
1988m2,-6.2,.36,10555389,10633700,10676688
1988m3,-8.300000000000001,.47,10633700,10676688,10510355
1988m4,-6.6,.36,10676688,10510355,10108282
1988m5,-6.5,.39,10510355,10108282,10427835
1988m6,-5,.4,10108282,10427835,10811140
1988m7,-4.8,.27,10427835,10811140,10955287
1988m8,-3.2,.32,10811140,10955287,10853545
1988m9,-1.7,.31,10955287,10853545,10896491
1988m10,-1,.3,10853545,10896491,10893385
1988m11,-3.3,-.01,10896491,10893385,10825293
1988m12,-7.8,.21,10893385,10825293,10507086
1989m1,-7.8,.06,10825293,10507086,10243524
1989m2,-6.4,.29,10507086,10243524,10137404
1989m3,-.8,.29,10243524,10137404,10388723
1989m4,0,.2,10137404,10388723,10831985
1989m5,.5,.07,10388723,10831985,11077733
1989m6,-1.4,.08,10831985,11077733,10589279
1989m7,-1.1,.3,11077733,10589279,10154850
1989m8,.6,.26,10589279,10154850,10160913
1989m9,1.9,.33,10154850,10160913,10409449
1989m10,2.2,.27,10160913,10409449,10390902
1989m11,2.7,.09,10409449,10390902,10385871
1989m12,1,.3,10390902,10385871,10465543
1990m1,-.1,.31,10385871,10465543,10352841
1990m2,-3.1,.3,10465543,10352841,9916112
1990m3,-4.2,.68,10352841,9916112,9832450
1990m4,-3.6,.47,9916112,9832450,9805602
1990m5,-3.6,.38,9832450,9805602,9945343
1990m6,.5,.29,9805602,9945343,9982769
1990m7,.4,.44,9945343,9982769,10037706
1990m8,4.1,.25,9982769,10037706,10154866
1990m9,4.1,.17,10037706,10154866,10545613
1990m10,5.2,.39,10154866,10545613,10237062
1990m11,5.8,.37,10545613,10237062,10086880
1990m12,3.1,.35,10237062,10086880,10277535
1991m1,4.6,.35,10086880,10277535,10434374
1991m2,4.8,.45,10277535,10434374,10486714
1991m3,5.7,.3,10434374,10486714,10495435
1991m4,2.3,.45,10486714,10495435,10512001
1991m5,.1,.32,10495435,10512001,10661178
1991m6,-.3,.5,10512001,10661178,10413147
1991m7,1.5,.49,10661178,10413147,10062412
1991m8,3.9,.39,10413147,10062412,9756132
1991m9,4.8,.4,10062412,9756132,10017191
1991m10,5.7,.21,9756132,10017191,10221739
1991m11,6.2,.19,10017191,10221739,10342224
1991m12,5.8,.26,10221739,10342224,10327536
1992m1,8.300000000000001,.38,10342224,10327536,10390726
1992m2,10.3,.35,10327536,10390726,10437409
1992m3,8.9,.39,10390726,10437409,10662443
1992m4,7.7,.17,10437409,10662443,10910241
1992m5,4.7,.23,10662443,10910241,10790332
1992m6,5.4,.17,10910241,10790332,10463310
1992m7,3.7,.02,10790332,10463310,10860555
1992m8,3.7,.01,10463310,10860555,10832278
1992m9,4.8,-.11,10860555,10832278,10784198
1992m10,8.1,-.04,10832278,10784198,10686596
1992m11,7.2,-.07,10784198,10686596,10615857
1992m12,5.9,.1,10686596,10615857,10609422
1993m1,3.9,.28,10615857,10609422,10451688
1993m2,5,.29,10609422,10451688,10555500
1993m3,6.6,.29,10451688,10555500,10432429
1993m4,8.800000000000001,.17,10555500,10432429,10029194
1993m5,9.199999999999999,.17,10432429,10029194,9872524
1993m6,5.1,.1,10029194,9872524,9951619
1993m7,1.6,.13,9872524,9951619,10174835
1993m8,-1.5,.03,9951619,10174835,10239989
1993m9,-4.6,0,10174835,10239989,10358512
1993m10,-3.4,.15,10239989,10358512,10365126
1993m11,-4.6,-.01,10358512,10365126,10492821
1993m12,-.1,.13,10365126,10492821,10485901
1994m1,3.4,.23,10492821,10485901,10464975
1994m2,3.2,-.07,10485901,10464975,10511775
1994m3,4.6,.2,10464975,10511775,10531265
1994m4,3.1,.3,10511775,10531265,10476830
1994m5,5.6,.17,10531265,10476830,10440407
1994m6,4.8,.35,10476830,10440407,10392790
1994m7,7.7,.23,10440407,10392790,10766792
1994m8,7.1,.16,10392790,10766792,10697688
1994m9,7.1,.32,10766792,10697688,10647422
1994m10,6.8,.37,10697688,10647422,10541179
1994m11,4.9,.4,10647422,10541179,10317778
1994m12,7.1,.29,10541179,10317778,10277536
1995m1,8.1,.44,10317778,10277536,10227933
1995m2,9.300000000000001,.72,10277536,10227933,10062721
1995m3,10.5,.41,10227933,10062721,9822391
1995m4,8.800000000000001,.42,10062721,9822391,9918323
1995m5,8.4,.21,9822391,9918323,9937947
1995m6,7.6,.37,9918323,9937947,9846874
1995m7,9.5,.5,9937947,9846874,9637380
1995m8,9.699999999999999,.4,9846874,9637380,9287008
1995m9,11.5,.24,9637380,9287008,10134187
1995m10,12.7,.44,9287008,10134187,10388032
1995m11,14.7,.38,10134187,10388032,9992641
1995m12,17.9,.24,10388032,9992641,9733055
1996m1,17.1,.25,9992641,9733055,9796851
1996m2,16.8,.48,9733055,9796851,9912060
1996m3,11.3,.31,9796851,9912060,9655716
1996m4,8.699999999999999,.27,9912060,9655716,10214529
1996m5,8,.21,9655716,10214529,11078568
1996m6,7.8,.19,10214529,11078568,10804118
1996m7,13.8,.36,11078568,10804118,11165093
1996m8,16.1,.48,10804118,11165093,10598049
1996m9,21.7,.25,11165093,10598049,10156167
1996m10,19,.16,10598049,10156167,10047639
1996m11,17.4,.34,10156167,10047639,10013305
1996m12,15.5,.35,10047639,10013305,10142614
1997m1,18,.28,10013305,10142614,10213772
1997m2,20.6,.33,10142614,10213772,10210950
1997m3,24.1,.49,10213772,10210950,10209632
1997m4,24.6,.33,10210950,10209632,10135330
1997m5,25.2,.32,10209632,10135330,10155180
1997m6,25,.53,10135330,10155180,10230843
1997m7,20.4,.29,10155180,10230843,10409334
1997m8,20.2,.35,10230843,10409334,9640557
1997m9,19.1,.44,10409334,9640557,10201930
1997m10,24.2,.53,9640557,10201930,10492363
1997m11,23.9,.58,10201930,10492363,10619499
1997m12,26.1,.57,10492363,10619499,10833920
1998m1,22.7,.55,10619499,10833920,10499786
1998m2,19.2,.83,10833920,10499786,10308492
1998m3,15.3,.6,10499786,10308492,10305839
1998m4,11.7,.57,10308492,10305839,10267296
1998m5,11.6,.68,10305839,10267296,10067043
1998m6,11.9,.73,10267296,10067043,10024629
1998m7,14.1,.66,10067043,10024629,9917335
1998m8,15.1,.65,10024629,9917335,10012765
1998m9,17.3,.43,9917335,10012765,10131696
1998m10,15.4,.41,10012765,10131696,10200889
1998m11,13.5,.45,10131696,10200889,10469032
1998m12,12.6,.52,10200889,10469032,10383493
1999m1,15.9,.42,10469032,10383493,10448005
1999m2,19.6,.6,10383493,10448005,10804807
1999m3,24,.28,10448005,10804807,10480323
1999m4,23.3,.26,10804807,10480323,10481095
1999m5,24.3,.23,10480323,10481095,10330272
1999m6,23.6,.36,10481095,10330272,10153717
1999m7,25.1,.31,10330272,10153717,9875814
1999m8,24.1,.29,10153717,9875814,10390340
1999m9,23.6,.31,9875814,10390340,10629166
1999m10,22,.34,10390340,10629166,10318481
1999m11,18.7,.3,10629166,10318481,10078699
1999m12,16.6,.35,10318481,10078699,9972795
2000m1,14.6,.18,10078699,9972795,9886434
2000m2,17.3,.53,9972795,9886434,10067837
2000m3,21.6,.51,9886434,10067837,10064358
2000m4,25,.54,10067837,10064358,10032677
2000m5,29.3,.31,10064358,10032677,10261076
2000m6,28.5,.39,10032677,10261076,10263698
2000m7,29.6,.37,10261076,10263698,10046715
2000m8,24.3,.4,10263698,10046715,10305937
2000m9,21.9,.36,10046715,10305937,9975562
2000m10,18.4,.2,10305937,9975562,10167569
2000m11,19.4,.29,9975562,10167569,10075378
2000m12,20.8,.25,10167569,10075378,10366625
2001m1,24.9,.39,10075378,10366625,10632654
2001m2,25.4,.41,10366625,10632654,10539976
2001m3,28.3,.55,10632654,10539976,10267093
2001m4,26.3,.44,10539976,10267093,9803350
2001m5,27.2,.53,10267093,9803350,9918224
2001m6,27.5,.46,9803350,9918224,10302568
2001m7,29.2,.54,9918224,10302568,10238461
2001m8,31,.48,10302568,10238461,10272731
2001m9,31,.51,10238461,10272731,10407673
2001m10,28.1,.47,10272731,10407673,9596363
2001m11,24.4,.66,10407673,9596363,10115956
2001m12,21.4,.51,9596363,10115956,10264994
2002m1,21.4,.71,10115956,10264994,10353788
2002m2,22.4,.7,10264994,10353788,9904212
2002m3,23.3,.89,10353788,9904212,10190586
2002m4,22.7,.5600000000000001,9904212,10190586,9971222
2002m5,24.4,.57,10190586,9971222,10028459
2002m6,26.9,.49,9971222,10028459,9820393
2002m7,27,.58,10028459,9820393,9874259
2002m8,26.1,.47,9820393,9874259,9971322
2002m9,28.1,.54,9874259,9971322,9902172
2002m10,29.4,.51,9971322,9902172,9703338
2002m11,31.7,.51,9902172,9703338,10027567
2002m12,30.2,.38,9703338,10027567,10041555
2003m1,29,.68,10027567,10041555,10049469
2003m2,27.5,.51,10041555,10049469,9958414
2003m3,26.8,.54,10049469,9958414,9822884
2003m4,30.9,.49,9958414,9822884,10216470
2003m5,33.6,.53,9822884,10216470,9991499
2003m6,38,.42,10216470,9991499,9949625
2003m7,38.4,.5,9991499,9949625,9933644
2003m8,41,.64,9949625,9933644,9738861
2003m9,41.8,.61,9933644,9738861,9869266
2003m10,41.6,.68,9738861,9869266,10125651
2003m11,37.3,.49,9869266,10125651,10180383
2003m12,35.7,.6899999999999999,10125651,10180383,9871657
2004m1,32.5,.54,10180383,9871657,9856106
2004m2,30.1,.67,9871657,9856106,9644752
2004m3,31,.59,9856106,9644752,9824972
2004m4,32.4,.52,9644752,9824972,10094595
2004m5,37.6,.36,9824972,10094595,10283783
2004m6,39.1,.35,10094595,10283783,10231648
2004m7,37.4,.21,10283783,10231648,10000597
2004m8,38,.43,10231648,10000597,10060112
2004m9,35.5,.48,10000597,10060112,10005945
2004m10,35,.6,10060112,10005945,10085204
2004m11,33,.66,10005945,10085204,9738600
2004m12,33,.47,10085204,9738600,9365878
2005m1,36.2,.6899999999999999,9738600,9365878,9596299
2005m2,36.2,.55,9365878,9596299,9679800
2005m3,34.5,.6899999999999999,9596299,9679800,9775378
2005m4,34.2,.63,9679800,9775378,9756630
2005m5,35,.55,9775378,9756630,9686953
2005m6,37,.59,9756630,9686953,9691401
2005m7,37.2,.55,9686953,9691401,9929400
2005m8,35.7,.57,9691401,9929400,9532837
2005m9,32.1,.68,9929400,9532837,9951209
2005m10,31,.73,9532837,9951209,9663292
2005m11,29.5,.64,9951209,9663292,8428890
2005m12,30.5,.64,9663292,8428890,9156900
2006m1,30,.48,8428890,9156900,9199988
2006m2,33,.64,9156900,9199988,9383789
2006m3,37.9,.59,9199988,9383789,9322561
2006m4,39.8,.45,9383789,9322561,9314255
2006m5,38.2,.42,9322561,9314255,9627123
2006m6,34.2,.5600000000000001,9314255,9627123,9877998
2006m7,32.9,.43,9627123,9877998,9829780
2006m8,35,.64,9877998,9829780,9909110
2006m9,37.5,.55,9829780,9909110,9381817
2006m10,38.7,.6,9909110,9381817,9248766
2006m11,38.3,.65,9381817,9248766,9298859
2006m12,32.3,.72,9248766,9298859,9383027
2007m1,29.7,.89,9298859,9383027,9229720
2007m2,24.7,.64,9383027,9229720,8906392
2007m3,29,.65,9229720,8906392,9217268
2007m4,33.5,.68,8906392,9217268,8720652
2007m5,42.2,.62,9217268,8720652,8417876
2007m6,46.5,.54,8720652,8417876,8336351
2007m7,48.5,.5600000000000001,8417876,8336351,8368243
2007m8,46.9,.57,8336351,8368243,7991787
2007m9,43.2,.53,8368243,7991787,9025676
2007m10,41.3,.55,7991787,9025676,8926692
2007m11,41.6,.49,9025676,8926692,9529609
2007m12,41.8,.4,8926692,9529609,9199454
2008m1,42.8,.17,9529609,9199454,9761466
2008m2,41.6,.26,9199454,9761466,9440303
2008m3,46.2,.66,9761466,9440303,8991208
2008m4,49,.44,9440303,8991208,8989634
2008m5,54.4,.41,8991208,8989634,9217856
2008m6,54.7,.35,8989634,9217856,8881913
2008m7,56.5,.55,9217856,8881913,8511201
2008m8,53.7,.37,8881913,8511201,9362145
2008m9,51.5,.53,8511201,9362145,9573277
2008m10,47.1,.5600000000000001,9362145,9573277,9492127
2008m11,46.4,.58,9573277,9492127,9421498
2008m12,43.8,.49,9492127,9421498,9472976
2009m1,44.7,.55,9421498,9472976,9373098
2009m2,43,.45,9472976,9373098,9415252
2009m3,46.4,.48,9373098,9415252,9582898
2009m4,47.7,.49,9415252,9582898,9484563
2009m5,53.4,.54,9582898,9484563,9104399
2009m6,57,.62,9484563,9104399,9267301
2009m7,58.4,.67,9104399,9267301,9154053
2009m8,59.1,.5600000000000001,9267301,9154053,8742898
2009m9,60.9,.66,9154053,8742898,8695335
2009m10,62.3,.6,8742898,8695335,9001087
