datevec,Sea,Temp,IceSAt,IceSAtmas1,IceSAtmas2
1924m7,-115.2,-.22,11408895,11841053,12168773
1924m8,-114.5,-.24,11841053,12168773,11983026
1924m9,-114,-.27,12168773,11983026,11804520
1924m10,-114.1,-.27,11983026,11804520,11810794
1924m11,-115.4,-.16,11804520,11810794,11792032
1924m12,-113.6,-.35,11810794,11792032,11695571
1925m1,-110.7,-.34,11792032,11695571,11808521
1925m2,-109,-.29,11695571,11808521,11575348
1925m3,-110.9,-.2,11808521,11575348,11607988
1925m4,-113.7,-.21,11575348,11607988,11556932
1925m5,-113.2,-.27,11607988,11556932,11337523
1925m6,-113.4,-.32,11556932,11337523,11659084
1925m7,-113.7,-.24,11337523,11659084,11684016
1925m8,-114.7,-.17,11659084,11684016,11703492
1925m9,-113.4,-.2,11684016,11703492,11821961
1925m10,-111.3,-.24,11703492,11821961,11858233
1925m11,-109.3,-.04,11821961,11858233,11892858
1925m12,-105.8,.12,11858233,11892858,11907455
1926m1,-109.7,.17,11892858,11907455,11890448
1926m2,-110.6,.11,11907455,11890448,11969343
1926m3,-113.8,.2,11890448,11969343,11926620
1926m4,-110.7,-.12,11969343,11926620,11955645
1926m5,-108.7,-.17,11926620,11955645,12425469
1926m6,-106.1,-.19,11955645,12425469,12077080
1926m7,-102.9,-.13,12425469,12077080,11951022
1926m8,-96.3,-.03,12077080,11951022,11791962
1926m9,-95.59999999999999,-.07,11951022,11791962,11971294
1926m10,-94.7,-.03,11791962,11971294,11924238
1926m11,-104.2,-.09,11971294,11924238,12024463
1926m12,-107.8,-.23,11924238,12024463,12014416
1927m1,-111.8,-.21,12024463,12014416,11960883
1927m2,-107.5,-.08,12014416,11960883,12037071
1927m3,-105.6,-.33,11960883,12037071,12030661
1927m4,-103.3,-.27,12037071,12030661,12416528
1927m5,-103.7,-.24,12030661,12416528,12413517
1927m6,-102.9,-.2,12416528,12413517,11817997
1927m7,-104.7,-.11,12413517,11817997,11627535
1927m8,-102.1,-.2,11817997,11627535,11811899
1927m9,-108,-.11,11627535,11811899,11925229
1927m10,-105.3,0,11811899,11925229,11982041
1927m11,-109.1,-.04,11925229,11982041,11906427
1927m12,-109.9,-.33,11982041,11906427,11924874
1928m1,-116.1,0,11906427,11924874,11905817
1928m2,-116,-.04,11924874,11905817,11857891
1928m3,-114.1,-.21,11905817,11857891,12102864
1928m4,-108.8,-.28,11857891,12102864,11856772
1928m5,-107.3,-.27,12102864,11856772,12007197
1928m6,-104.7,-.31,11856772,12007197,11999883
1928m7,-104.4,-.13,12007197,11999883,12047375
1928m8,-104,-.19,11999883,12047375,12162838
1928m9,-104.5,-.14,12047375,12162838,11996286
1928m10,-109.6,-.15,12162838,11996286,11975048
1928m11,-114,-.03,11996286,11975048,11968076
1928m12,-117.1,-.11,11975048,11968076,11918939
1929m1,-119.2,-.35,11968076,11918939,12022784
1929m2,-114.2,-.46,11918939,12022784,12058928
1929m3,-111.7,-.27,12022784,12058928,12233137
1929m4,-105.8,-.33,12058928,12233137,12214784
1929m5,-108.3,-.33,12233137,12214784,12020519
1929m6,-104.5,-.35,12214784,12020519,12301285
1929m7,-104.4,-.3,12020519,12301285,12030685
1929m8,-104.8,-.27,12301285,12030685,12017670
1929m9,-105.4,-.23,12030685,12017670,11906041
1929m10,-107.8,-.11,12017670,11906041,11864642
1929m11,-107.6,-.05,11906041,11864642,11821044
1929m12,-110.5,-.45,11864642,11821044,11879700
1930m1,-109.2,-.19,11821044,11879700,11917434
1930m2,-110.7,-.17,11879700,11917434,11877050
1930m3,-110.7,-.06,11917434,11877050,11630028
1930m4,-112.7,-.19,11877050,11630028,11580084
1930m5,-111.1,-.21,11630028,11580084,11596158
1930m6,-104.1,-.18,11580084,11596158,11523768
1930m7,-96.59999999999999,-.13,11596158,11523768,11722170
1930m8,-94.5,-.06,11523768,11722170,11692852
1930m9,-96.90000000000001,-.12,11722170,11692852,11825105
1930m10,-99.90000000000001,-.1,11692852,11825105,11866855
1930m11,-104,.14,11825105,11866855,11947130
1930m12,-106.2,-.05,11866855,11947130,11888492
1931m1,-105.3,-.03,11947130,11888492,11767427
1931m2,-107.5,-.19,11888492,11767427,11804814
1931m3,-105,-.04,11767427,11804814,11421461
1931m4,-106.9,-.16,11804814,11421461,11453579
1931m5,-104.8,-.12,11421461,11453579,11671377
1931m6,-104.3,.01,11453579,11671377,12102623
1931m7,-100.3,.09,11671377,12102623,11854083
1931m8,-102.1,.01,12102623,11854083,11884465
1931m9,-104.4,-.1,11854083,11884465,11842135
1931m10,-107.4,.03,11884465,11842135,11857413
1931m11,-108.3,-.04,11842135,11857413,11956188
1931m12,-104.9,-.02,11857413,11956188,11945181
1932m1,-102.5,.13,11956188,11945181,11953560
1932m2,-99.2,-.16,11945181,11953560,11969770
1932m3,-100.2,-.15,11953560,11969770,12025336
1932m4,-98.90000000000001,-.06,11969770,12025336,12140833
1932m5,-100.6,-.15,12025336,12140833,12003831
1932m6,-100.7,-.23,12140833,12003831,11889206
1932m7,-99.90000000000001,-.15,12003831,11889206,11489679
1932m8,-101.3,-.13,11889206,11489679,11795200
1932m9,-98.7,-.01,11489679,11795200,11865626
1932m10,-99.09999999999999,-.01,11795200,11865626,11888894
1932m11,-96.59999999999999,-.19,11865626,11888894,11685993
1932m12,-95.5,-.19,11888894,11685993,11764863
1933m1,-92.2,-.26,11685993,11764863,11712775
1933m2,-91.40000000000001,-.23,11764863,11712775,11549618
1933m3,-90.8,-.22,11712775,11549618,11502476
1933m4,-91,-.2,11549618,11502476,11423948
1933m5,-93.59999999999999,-.19,11502476,11423948,11846726
1933m6,-92.90000000000001,-.22,11423948,11846726,11718709
1933m7,-97.40000000000001,-.11,11846726,11718709,11644717
1933m8,-96.09999999999999,-.14,11718709,11644717,11761916
1933m9,-97.40000000000001,-.22,11644717,11761916,11884989
1933m10,-97.09999999999999,-.18,11761916,11884989,11971122
1933m11,-100.6,-.29,11884989,11971122,12050206
1933m12,-100.6,-.44,11971122,12050206,12112435
1934m1,-99.90000000000001,-.2,12050206,12112435,12065446
1934m2,-97.5,-.02,12112435,12065446,12217441
1934m3,-95.09999999999999,-.28,12065446,12217441,12316936
1934m4,-96.2,-.27,12217441,12316936,12695416
1934m5,-97.09999999999999,-.09,12316936,12695416,12621059
1934m6,-101.1,-.1,12695416,12621059,12043958
1934m7,-101.7,-.05,12621059,12043958,12355232
1934m8,-105.7,-.08,12043958,12355232,12296090
1934m9,-104.2,-.18,12355232,12296090,12197293
1934m10,-106.9,-.04,12296090,12197293,12062147
1934m11,-101,.06,12197293,12062147,12127572
1934m12,-98.90000000000001,-.01,12062147,12127572,12125559
1935m1,-93.90000000000001,-.3,12127572,12125559,12329610
1935m2,-91.7,.2,12125559,12329610,12147091
1935m3,-91.3,-.07,12329610,12147091,12243188
1935m4,-90.09999999999999,-.3,12147091,12243188,12378383
1935m5,-93.40000000000001,-.28,12243188,12378383,12325118
1935m6,-92.7,-.19,12378383,12325118,12234215
1935m7,-93.7,-.15,12325118,12234215,12116548
1935m8,-94.5,-.16,12234215,12116548,12083961
1935m9,-96.8,-.17,12116548,12083961,12010774
1935m10,-99.7,-.02,12083961,12010774,12026431
1935m11,-101.2,-.25,12010774,12026431,12010761
1935m12,-99.40000000000001,-.16,12026431,12010761,11891424
1936m1,-95.5,-.23,12010761,11891424,11839476
1936m2,-93.09999999999999,-.31,11891424,11839476,11980808
1936m3,-97.59999999999999,-.17,11839476,11980808,12002583
1936m4,-100.9,-.14,11980808,12002583,11962162
1936m5,-102.8,-.12,12002583,11962162,12053021
1936m6,-100.3,-.1,11962162,12053021,11909816
1936m7,-101.3,.08,12053021,11909816,11689053
1936m8,-99.3,-.02,11909816,11689053,11929515
1936m9,-102,-.05,11689053,11929515,12016549
1936m10,-97.7,.02,11929515,12016549,11978184
1936m11,-99,.04,12016549,11978184,11980100
1936m12,-96,.07,11978184,11980100,11950739
1937m1,-97.3,-.01,11980100,11950739,12074282
1937m2,-92.3,.17,11950739,12074282,12335578
1937m3,-93.90000000000001,-.1,12074282,12335578,12488174
1937m4,-91.90000000000001,-.12,12335578,12488174,12093535
1937m5,-93.3,-.01,12488174,12093535,12069596
1937m6,-95.3,.02,12093535,12069596,12073855
1937m7,-95,.06,12069596,12073855,12113993
1937m8,-95.8,.07,12073855,12113993,12014484
1937m9,-92.3,.16,12113993,12014484,11916538
1937m10,-91.8,.12,12014484,11916538,11997333
1937m11,-89.90000000000001,.16,11916538,11997333,11932423
1937m12,-88.3,-.05,11997333,11932423,12042540
1938m1,-86.09999999999999,.12,11932423,12042540,11860047
1938m2,-84.8,.07,12042540,11860047,11739994
1938m3,-84.3,.2,11860047,11739994,11756094
1938m4,-86.40000000000001,.18,11739994,11756094,12066569
1938m5,-92.09999999999999,.06,11756094,12066569,11480145
1938m6,-95.2,-.05,12066569,11480145,11499736
1938m7,-99.7,.05,11480145,11499736,11571189
1938m8,-96.2,.04,11499736,11571189,11758000
1938m9,-94.5,.1,11571189,11758000,11849151
1938m10,-89.09999999999999,.18,11758000,11849151,11827592
1938m11,-88.3,.13,11849151,11827592,11807472
1938m12,-89,-.12,11827592,11807472,11733683
1939m1,-88.40000000000001,-.03,11807472,11733683,11664682
1939m2,-92.8,-.05,11733683,11664682,11650310
1939m3,-90.2,-.17,11664682,11650310,11910780
1939m4,-88.09999999999999,-.08,11650310,11910780,11908472
1939m5,-82.8,-.04,11910780,11908472,12158789
1939m6,-76.09999999999999,-.03,11908472,12158789,12867519
1939m7,-76,.01,12158789,12867519,12439480
1939m8,-78.8,-.05,12867519,12439480,11974589
1939m9,-85.3,-.03,12439480,11974589,11962504
1939m10,-89.40000000000001,-.07,11974589,11962504,11858032
1939m11,-87.8,.02,11962504,11858032,11871949
1939m12,-87.59999999999999,.34,11858032,11871949,11806484
1940m1,-86.7,-.2,11871949,11806484,11665864
1940m2,-87.90000000000001,-.02,11806484,11665864,11518634
1940m3,-89.59999999999999,.02,11665864,11518634,11148984
1940m4,-94.3,.1,11518634,11148984,11039919
1940m5,-95,.02,11148984,11039919,11104370
1940m6,-99.40000000000001,.02,11039919,11104370,11027629
1940m7,-97.5,.15,11104370,11027629,11319764
1940m8,-94.59999999999999,-.04,11027629,11319764,11785464
1940m9,-90.59999999999999,.06,11319764,11785464,12077922
1940m10,-86.3,0,11785464,12077922,11917541
1940m11,-83.09999999999999,.05,12077922,11917541,11888409
1940m12,-82.09999999999999,.09,11917541,11888409,11923165
1941m1,-82.8,.07,11888409,11923165,12088338
1941m2,-79.59999999999999,.2,11923165,12088338,12096414
1941m3,-79.2,.02,12088338,12096414,12201563
1941m4,-77.8,.12,12096414,12201563,12256201
1941m5,-79.7,.07,12201563,12256201,12117420
1941m6,-79.7,.05,12256201,12117420,12070757
1941m7,-76.7,.09,12117420,12070757,11966603
1941m8,-72.3,0,12070757,11966603,11918498
1941m9,-72.8,-.15,11966603,11918498,11922221
1941m10,-76.2,.18,11918498,11922221,11875070
1941m11,-81.90000000000001,.1,11922221,11875070,11927690
1941m12,-82,.18,11875070,11927690,11962849
1942m1,-83.59999999999999,.19,11927690,11962849,12074510
1942m2,-82.59999999999999,-.1,11962849,12074510,12192612
1942m3,-83.90000000000001,-.02,12074510,12192612,12175122
1942m4,-84.40000000000001,-.01,12192612,12175122,12185348
1942m5,-83.2,.05,12175122,12185348,12065784
1942m6,-80.2,.02,12185348,12065784,12014162
1942m7,-76.8,-.01,12065784,12014162,11982280
1942m8,-73.8,-.03,12014162,11982280,11928774
1942m9,-71.90000000000001,0,11982280,11928774,11932177
1942m10,-72.8,.01,11928774,11932177,11916802
1942m11,-72.90000000000001,.01,11932177,11916802,11952473
1942m12,-75.3,.03,11916802,11952473,11982305
1943m1,-72.8,-.14,11952473,11982305,12127883
1943m2,-72,.1,11982305,12127883,12149005
1943m3,-72.5,-.09,12127883,12149005,11946745
1943m4,-72.7,.07,12149005,11946745,11901301
1943m5,-76.8,.15,11946745,11901301,11982879
1943m6,-76.59999999999999,0,11901301,11982879,11898579
1943m7,-80.7,.13,11982879,11898579,11950649
1943m8,-81.2,.05,11898579,11950649,11942306
1943m9,-82.59999999999999,.03,11950649,11942306,11942727
1943m10,-83.3,.22,11942306,11942727,11957547
1943m11,-84.5,.16,11942727,11957547,11977913
1943m12,-85.09999999999999,.23,11957547,11977913,12008660
1944m1,-81.59999999999999,.34,11977913,12008660,12087323
1944m2,-75.5,.23,12008660,12087323,12044382
1944m3,-72.8,.19,12087323,12044382,12021220
1944m4,-77.40000000000001,.09,12044382,12021220,11901163
1944m5,-84.7,.19,12021220,11901163,11886595
1944m6,-90.5,.11,11901163,11886595,11736431
1944m7,-93.3,.17,11886595,11736431,11876836
1944m8,-93.5,.14,11736431,11876836,11945634
1944m9,-91.59999999999999,.25,11876836,11945634,11966219
1944m10,-88.59999999999999,.22,11945634,11966219,11980871
1944m11,-84.90000000000001,.14,11966219,11980871,12030129
1944m12,-83.7,.1,11980871,12030129,12077680
1945m1,-82.7,.15,12030129,12077680,12009438
1945m2,-83,.1,12077680,12009438,11908555
1945m3,-83.8,.11,12009438,11908555,11797302
1945m4,-82.5,.16,11908555,11797302,11855727
1945m5,-81.2,0,11797302,11855727,11768236
1945m6,-77.2,-.03,11855727,11768236,11533704
1945m7,-81.2,.01,11768236,11533704,11770014
1945m8,-81.40000000000001,.13,11533704,11770014,11959472
1945m9,-85.7,-.02,11770014,11959472,12055300
1945m10,-83.2,.07,11959472,12055300,12063655
1945m11,-82.90000000000001,.05,12055300,12063655,12165378
1945m12,-79.59999999999999,-.11,12063655,12165378,12202412
1946m1,-80.7,.11,12165378,12202412,12164354
1946m2,-76.8,.05,12202412,12164354,12297664
1946m3,-77.59999999999999,-.05,12164354,12297664,12498372
1946m4,-73.7,.05,12297664,12498372,12493002
1946m5,-71.2,-.09,12498372,12493002,12784313
1946m6,-68.2,-.16,12493002,12784313,12863964
1946m7,-66.90000000000001,-.05,12784313,12863964,12539586
1946m8,-69.40000000000001,-.21,12863964,12539586,12193483
1946m9,-73.3,-.05,12539586,12193483,12240132
1946m10,-76.8,-.06,12193483,12240132,12274264
1946m11,-79.40000000000001,-.05,12240132,12274264,12143616
1946m12,-80.09999999999999,-.29,12274264,12143616,12106697
1947m1,-80.7,-.05,12143616,12106697,12172402
1947m2,-78.5,-.02,12106697,12172402,12306754
1947m3,-75.90000000000001,.13,12172402,12306754,12162118
1947m4,-78.2,.04,12306754,12162118,11823091
1947m5,-77.59999999999999,-.04,12162118,11823091,12174085
1947m6,-75.59999999999999,-.09,11823091,12174085,12362942
1947m7,-72.90000000000001,-.04,12174085,12362942,12547347
1947m8,-70.3,-.05,12362942,12547347,12365098
1947m9,-66.90000000000001,-.08,12547347,12365098,12285094
1947m10,-62.4,.11,12365098,12285094,12291043
1947m11,-57.7,.11,12285094,12291043,12352464
1947m12,-59.4,-.13,12291043,12352464,12417284
1948m1,-62.3,.12,12352464,12417284,12433175
1948m2,-66.8,-.1,12417284,12433175,12357926
1948m3,-68.90000000000001,-.1,12433175,12357926,12449479
1948m4,-68.90000000000001,-.06,12357926,12449479,12443738
1948m5,-67.59999999999999,.03,12449479,12443738,12364651
1948m6,-67.7,.03,12443738,12364651,12437774
1948m7,-66.09999999999999,-.11,12364651,12437774,12405230
1948m8,-68.09999999999999,-.09,12437774,12405230,12301528
1948m9,-66.7,-.09,12405230,12301528,12351601
1948m10,-67.09999999999999,-.01,12301528,12351601,12363829
1948m11,-65.2,-.06,12351601,12363829,12385690
1948m12,-64,-.22,12363829,12385690,12412923
1949m1,-62.4,.13,12385690,12412923,12558492
1949m2,-62,-.17,12412923,12558492,12668132
1949m3,-65.59999999999999,-.02,12558492,12668132,12672631
1949m4,-68.2,-.1,12668132,12672631,12672254
1949m5,-70.3,-.1,12672631,12672254,12739342
1949m6,-70.59999999999999,-.22,12672254,12739342,12612994
1949m7,-71.7,-.11,12739342,12612994,12542642
1949m8,-70.40000000000001,-.06,12612994,12542642,12432233
1949m9,-71.8,-.06,12542642,12432233,12391433
1949m10,-68.09999999999999,-.02,12432233,12391433,12382984
1949m11,-67.59999999999999,-.07,12391433,12382984,12368443
1949m12,-66.09999999999999,-.11,12382984,12368443,12352249
1950m1,-68,-.26,12368443,12352249,12282989
1950m2,-69.2,-.29,12352249,12282989,12352612
1950m3,-69.3,-.03,12282989,12352612,11977236
1950m4,-67.2,-.19,12352612,11977236,12485584
1950m5,-66.7,-.15,11977236,12485584,12744301
1950m6,-66.3,-.07,12485584,12744301,12670819
1950m7,-66.90000000000001,-.1,12744301,12670819,12342609
1950m8,-67.59999999999999,-.2,12670819,12342609,12465553
1950m9,-65.90000000000001,-.13,12342609,12465553,12401255
1950m10,-63.1,-.18,12465553,12401255,12340968
1950m11,-60.3,-.3,12401255,12340968,12341661
1950m12,-57.9,-.12,12340968,12341661,12322216
1951m1,-59.3,-.33,12341661,12322216,12142857
1951m2,-55.3,-.41,12322216,12142857,12190451
1951m3,-50,-.19,12142857,12190451,12421195
1951m4,-49.4,-.1,12190451,12421195,12505849
1951m5,-49.1,0,12421195,12505849,12797092
1951m6,-54.2,-.05,12505849,12797092,13028120
1951m7,-57.8,-.03,12797092,13028120,12702665
1951m8,-61.4,.1,13028120,12702665,12461980
1951m9,-60.1,.07,12702665,12461980,12499490
1951m10,-60,.12,12461980,12499490,12438075
1951m11,-58.2,.01,12499490,12438075,12214587
1951m12,-60,.15,12438075,12214587,12203476
1952m1,-60.6,.13,12214587,12203476,12142998
1952m2,-61.1,.12,12203476,12142998,12313752
1952m3,-62.8,-.09,12142998,12313752,12600784
1952m4,-62.6,.04,12313752,12600784,12488848
1952m5,-62,-.02,12600784,12488848,12585821
1952m6,-59.5,.02,12488848,12585821,13249930
1952m7,-60.6,.05,12585821,13249930,12903302
1952m8,-59.8,.08,13249930,12903302,12518607
1952m9,-57.5,.06,12903302,12518607,12318439
1952m10,-56.2,-.05,12518607,12318439,12283418
1952m11,-51.6,-.15,12318439,12283418,12242529
1952m12,-51.1,-.05,12283418,12242529,12080812
1953m1,-51.5,.09,12242529,12080812,12146145
1953m2,-54.4,.17,12080812,12146145,11940517
1953m3,-56.2,.14,12146145,11940517,11583487
1953m4,-54.2,.17,11940517,11583487,11628749
1953m5,-50.9,.06,11583487,11628749,11534761
1953m6,-48.3,.03,11628749,11534761,11152759
1953m7,-50.8,.03,11534761,11152759,11488474
1953m8,-53.4,.08,11152759,11488474,12169565
1953m9,-56,.08,11488474,12169565,11930890
1953m10,-58.2,.08,12169565,11930890,11877570
1953m11,-58.9,.01,11930890,11877570,12113731
1953m12,-59.6,.13,11877570,12113731,11998526
1954m1,-57.4,-.19,12113731,11998526,11918031
1954m2,-56,-.05,11998526,11918031,11876549
1954m3,-55.3,-.09,11918031,11876549,11566438
1954m4,-57.6,-.11,11876549,11566438,11591088
1954m5,-57.3,-.18,11566438,11591088,11634063
1954m6,-60.2,-.14,11591088,11634063,11231960
1954m7,-62.8,-.23,11634063,11231960,11669296
1954m8,-63.6,-.19,11231960,11669296,11685956
1954m9,-61.3,-.14,11669296,11685956,11807669
1954m10,-56.4,-.04,11685956,11807669,11759123
1954m11,-51.2,.11,11807669,11759123,11689173
1954m12,-48.9,-.13,11759123,11689173,11808047
1955m1,-47.2,.18,11689173,11808047,11926885
1955m2,-47.5,-.15,11808047,11926885,11822968
1955m3,-50.8,-.31,11926885,11822968,11942505
1955m4,-54.9,-.17,11822968,11942505,11893572
1955m5,-59.6,-.2,11942505,11893572,11785731
1955m6,-62.6,-.14,11893572,11785731,11826833
1955m7,-64.7,-.08,11785731,11826833,11895392
1955m8,-61.5,.1,11826833,11895392,11911284
1955m9,-60.4,-.09,11895392,11911284,11685271
1955m10,-55.9,0,11911284,11685271,11851094
1955m11,-55.4,-.23,11685271,11851094,11667631
1955m12,-56,-.29,11851094,11667631,11755418
1956m1,-57,-.17,11667631,11755418,11803381
1956m2,-60.6,-.25,11755418,11803381,11893453
1956m3,-59.8,-.23,11803381,11893453,11997187
1956m4,-56.9,-.22,11893453,11997187,12009919
1956m5,-56.9,-.24,11997187,12009919,11999628
1956m6,-58.4,-.15,12009919,11999628,11892183
1956m7,-63.3,-.1,11999628,11892183,11977735
1956m8,-64.5,-.26,11892183,11977735,11959046
1956m9,-65.2,-.15,11977735,11959046,12007936
1956m10,-65.59999999999999,-.22,11959046,12007936,12184210
1956m11,-65.7,-.18,12007936,12184210,11950325
1956m12,-64.3,-.08,12184210,11950325,11831609
1957m1,-59.7,-.06,11950325,11831609,11633866
1957m2,-51.5,.02,11831609,11633866,11530218
1957m3,-47.3,.01,11633866,11530218,11109044
1957m4,-45.6,.09,11530218,11109044,11500981
1957m5,-43.9,.11,11109044,11500981,11741334
1957m6,-43.8,.18,11500981,11741334,11726231
1957m7,-44.1,.03,11741334,11726231,11567148
1957m8,-47.2,.15,11726231,11567148,11895105
1957m9,-48,.07,11567148,11895105,11995825
1957m10,-49.1,.04,11895105,11995825,11832338
1957m11,-47.9,.14,11995825,11832338,11849184
1957m12,-48.9,.17,11832338,11849184,11959055
1958m1,-46.9,.42,11849184,11959055,11424541
1958m2,-47.4,.24,11959055,11424541,11398462
1958m3,-47.3,.15,11424541,11398462,11148209
1958m4,-49.8,.04,11398462,11148209,11589766
1958m5,-49.3,.07,11148209,11589766,11398282
1958m6,-49.4,-.09,11589766,11398282,11556433
1958m7,-48.2,.07,11398282,11556433,11529181
1958m8,-47.6,-.02,11556433,11529181,11591807
1958m9,-46.3,-.03,11529181,11591807,12025852
1958m10,-44,.05,11591807,12025852,11722208
1958m11,-42.6,.05,12025852,11722208,11802349
1958m12,-41.7,.05,11722208,11802349,11961406
1959m1,-43.8,.11,11802349,11961406,12083164
1959m2,-47.1,.11,11961406,12083164,12131131
1959m3,-49.2,.21,12083164,12131131,12033192
1959m4,-48.5,.17,12131131,12033192,11929553
1959m5,-48.1,.1,12033192,11929553,11961017
1959m6,-46.7,.07,11929553,11961017,11857041
1959m7,-46.4,.07,11961017,11857041,11721537
1959m8,-44,.01,11857041,11721537,11666584
1959m9,-45,-.08,11721537,11666584,11592597
1959m10,-43.4,-.04,11666584,11592597,11714431
1959m11,-47.8,-.08,11592597,11714431,11503883
1959m12,-47,.04,11714431,11503883,11409276
1960m1,-47.3,.01,11503883,11409276,11376891
1960m2,-43.3,.18,11409276,11376891,11405239
1960m3,-43.5,-.31,11376891,11405239,11364029
1960m4,-41.5,-.14,11405239,11364029,11398731
1960m5,-40.9,-.06,11364029,11398731,11336596
1960m6,-41.3,-.04,11398731,11336596,11249544
1960m7,-42.5,-.01,11336596,11249544,11424400
1960m8,-43.3,.05,11249544,11424400,11426261
1960m9,-43.8,.05,11424400,11426261,11355969
1960m10,-43.1,.05,11426261,11355969,11263267
1960m11,-42.3,-.09,11355969,11263267,11517380
1960m12,-39.2,.19,11263267,11517380,11559480
1961m1,-36.4,.04,11517380,11559480,11521390
1961m2,-31.6,.2,11559480,11521390,11669168
1961m3,-31.2,.1,11521390,11669168,11508515
1961m4,-30.8,.11,11669168,11508515,11383874
1961m5,-33.2,.21,11508515,11383874,11457862
1961m6,-35.3,.13,11383874,11457862,11615233
1961m7,-36.2,0,11457862,11615233,11281896
1961m8,-37.2,.03,11615233,11281896,11352090
1961m9,-38.4,.07,11281896,11352090,11497428
1961m10,-41.5,.05,11352090,11497428,11439402
1961m11,-43.5,.05,11497428,11439402,11273747
1961m12,-42.6,-.15,11439402,11273747,11233711
1962m1,-42.7,.05,11273747,11233711,11431304
1962m2,-41.2,.17,11233711,11431304,11495912
1962m3,-42.5,.12,11431304,11495912,11535305
1962m4,-43,.11,11495912,11535305,11440295
1962m5,-43.8,-.1,11535305,11440295,11413092
1962m6,-43.5,.08,11440295,11413092,11437090
1962m7,-45,-.04,11413092,11437090,11496059
1962m8,-42.1,-.06,11437090,11496059,11704709
1962m9,-40.7,.03,11496059,11704709,11599266
1962m10,-37.5,0,11704709,11599266,11648580
1962m11,-38.5,.07,11599266,11648580,11707474
1962m12,-40.1,0,11648580,11707474,11802585
1963m1,-38.9,.01,11707474,11802585,11842817
1963m2,-39.1,.2,11802585,11842817,11868639
1963m3,-39.2,-.14,11842817,11868639,11793190
1963m4,-41.2,-.08,11868639,11793190,11896429
1963m5,-42.6,-.04,11793190,11896429,11909389
1963m6,-44.1,.06,11896429,11909389,11652280
1963m7,-45.4,.14,11909389,11652280,11784372
1963m8,-46.7,.26,11652280,11784372,11485308
1963m9,-44.3,.23,11784372,11485308,11597182
1963m10,-45.5,.09,11485308,11597182,11628522
1963m11,-43.7,.14,11597182,11628522,11958962
1963m12,-49.2,.03,11628522,11958962,11692751
1964m1,-53.4,-.04,11958962,11692751,11635660
1964m2,-57.7,-.09,11692751,11635660,11642033
1964m3,-58.6,-.27,11635660,11642033,11687744
1964m4,-59.1,-.33,11642033,11687744,11736914
1964m5,-54.6,-.27,11687744,11736914,11948250
1964m6,-49.2,-.04,11736914,11948250,11832496
1964m7,-45.2,-.05,11948250,11832496,11729185
1964m8,-45,-.24,11832496,11729185,11693046
1964m9,-46.9,-.37,11729185,11693046,11499128
1964m10,-49.7,-.3,11693046,11499128,11598799
1964m11,-49.2,-.21,11499128,11598799,11661523
1964m12,-46.1,-.3,11598799,11661523,11701126
1965m1,-41.7,-.1,11661523,11701126,11724598
1965m2,-37.2,-.18,11701126,11724598,11698674
1965m3,-39.2,-.1,11724598,11698674,11832923
1965m4,-42.4,-.19,11698674,11832923,11922366
1965m5,-46,-.06,11832923,11922366,11779273
1965m6,-45.1,-.11,11922366,11779273,12071838
1965m7,-41.9,-.21,11779273,12071838,12115806
1965m8,-38.4,-.06,12071838,12115806,12170431
1965m9,-35,-.18,12115806,12170431,12412257
1965m10,-36.6,-.07,12170431,12412257,12179941
1965m11,-37.1,-.08,12412257,12179941,11662273
1965m12,-38.7,-.06,12179941,11662273,11738122
1966m1,-39.3,-.17,11662273,11738122,11855873
1966m2,-41.3,-.01,11738122,11855873,12005739
1966m3,-43.8,.1,11855873,12005739,11931638
1966m4,-45.9,-.11,12005739,11931638,11792462
1966m5,-47,-.06,11931638,11792462,12091318
1966m6,-47.3,-.02,11792462,12091318,12172325
1966m7,-45.5,.11,12091318,12172325,11817918
1966m8,-45.1,-.05,12172325,11817918,11742338
1966m9,-45.1,.01,11817918,11742338,11528579
1966m10,-46.5,-.15,11742338,11528579,11627382
1966m11,-49.9,0,11528579,11627382,11499550
1966m12,-47.7,-.03,11627382,11499550,11510885
1967m1,-48.9,-.07,11499550,11510885,11490777
1967m2,-48.6,-.24,11510885,11490777,11449312
1967m3,-50.9,.08,11490777,11449312,11507891
1967m4,-49.3,-.03,11449312,11507891,11582637
1967m5,-47.8,.12,11507891,11582637,11863373
1967m6,-43,-.06,11582637,11863373,10805358
1967m7,-42.4,.06,11863373,10805358,12265689
1967m8,-40.4,.01,10805358,12265689,12001535
1967m9,-40.1,0,12265689,12001535,11846047
1967m10,-39.4,.11,12001535,11846047,11677705
1967m11,-38.8,-.01,11846047,11677705,12054757
1967m12,-38.5,-.01,11677705,12054757,11716237
1968m1,-38,-.22,12054757,11716237,11373983
1968m2,-40.4,-.14,11716237,11373983,11662308
1968m3,-46.4,.26,11373983,11662308,11808508
1968m4,-51.4,-.04,11662308,11808508,11900470
1968m5,-55.1,-.09,11808508,11900470,11499907
1968m6,-53.7,-.01,11900470,11499907,11376879
1968m7,-49.3,-.07,11499907,11376879,10896505
1968m8,-41.9,-.04,11376879,10896505,11597406
1968m9,-38,-.13,10896505,11597406,11782327
1968m10,-34.4,.13,11597406,11782327,11980246
1968m11,-34.1,-.03,11782327,11980246,11789271
1968m12,-35.8,-.12,11980246,11789271,11806532
1969m1,-34.2,-.06,11789271,11806532,11913122
